Vertex,
r9,2.0
b6,1.0
b7,1.0
r11,2.0
r6,1.0
g5,1.0
b2,1.0
g3,1.0
r8,1.0
g6,1.0
r7,1.0
g2,1.0
b8,1.0
r5,1.0
b5,1.0
r10,1.0
r2,2.0
b4,1.0
r1,1.0
P,2.0
y2,1.0
g10,2.0
b3,2.0
y3,1.0
b9,1.0
r3,1.0
T,1.0
y4,1.0
g9,1.0
g4,1.0
g8,2.0
b1,1.0
r4,1.0
g1,1.0
g7,1.0
D,3.0
y5,1.0
y1,1.0
